,accd,accddescr,amtcr,amtdr,branchid,branchname,cheqdt,cheqno,co,idn,narr,p_r,runbal,subcode,subdescr,tt,type,vrdt,vrno
36,62,CLIENTS,0.0,0.05,HO,Branch [HO],1899-12-31T18:30:00Z,,03,74393,Clearing Charges on 22/04/22,,1049889.83,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,CH,J,2022-04-21,H220422
37,62,CLIENTS,0.0,0.02,HO,Branch [HO],1899-12-31T18:30:00Z,,03,74390,Sebi Charges for 22/04/22,,1049889.81,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,SB,J,2022-04-21,U220422
38,62,CLIENTS,0.0,155306.82,HO,Branch [HO],1899-12-31T18:30:00Z,,02,66415,Obligation For: 2223014W [Equities] Trade Date 20/04/22,,894582.99,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-04-21,V223014
39,62,CLIENTS,0.0,79339.49,HO,Branch [HO],1899-12-31T18:30:00Z,,02,66627,Obligation For: 2223015W [Equities] Trade Date 21/04/22,,815243.5,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-04-24,V223015
40,62,CLIENTS,0.0,74349.1,HO,Branch [HO],1899-12-31T18:30:00Z,,02,66723,Obligation For: 2223015Z [Equities] Trade Date 21/04/22,,740894.4,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-04-24,V223015
41,62,CLIENTS,0.0,0.08,HO,Branch [HO],1899-12-31T18:30:00Z,,03,10833,Sebi Charges for 25/04/22,,740894.32,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,SB,J,2022-04-24,U250422
42,62,CLIENTS,0.0,2.94,HO,Branch [HO],1899-12-31T18:30:00Z,,03,10660,Central GST for 25/04/22,,740891.38,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,GT,J,2022-04-24,GT2504
43,62,CLIENTS,0.0,2.94,HO,Branch [HO],1899-12-31T18:30:00Z,,03,10661,State GST for 25/04/22,,740888.44,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,GT,J,2022-04-24,GT2504
44,62,CLIENTS,0.0,15850.25,HO,Branch [HO],1899-12-31T18:30:00Z,,03,10720,PREMIUM FOR 25/04/22 [Derivatives],,725038.19,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,PM,J,2022-04-24,PRM2604
45,62,CLIENTS,0.0,1.0,HO,Branch [HO],1899-12-31T18:30:00Z,,03,10593,Stamp Duty for 25/04/22,,725037.19,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,BN,J,2022-04-24,S250422
46,62,CLIENTS,0.0,0.25,HO,Branch [HO],1899-12-31T18:30:00Z,,03,10839,Clearing Charges on 25/04/22,,725036.94,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,CH,J,2022-04-24,H250422
47,62,CLIENTS,0.0,28.47,HO,Branch [HO],1899-12-31T18:30:00Z,,03,10671,Transaction Charges for 25/04/22,,725008.47,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,TR,J,2022-04-24,X250422
48,62,CLIENTS,0.0,9.0,HO,Branch [HO],1899-12-31T18:30:00Z,,03,10821,Securities Transaction Tax for 25/04/22,,724999.47,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,TT,J,2022-04-24,Y250422
49,62,CLIENTS,0.0,5.0,HO,Branch [HO],1899-12-31T18:30:00Z,,03,11291,Securities Transaction Tax for 26/04/22,,724994.47,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,TT,J,2022-04-25,Y260422
50,62,CLIENTS,0.0,5.04,HO,Branch [HO],1899-12-31T18:30:00Z,,03,11139,Transaction Charges for 26/04/22,,724989.43,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,TR,J,2022-04-25,X260422
51,62,CLIENTS,0.0,0.05,HO,Branch [HO],1899-12-31T18:30:00Z,,03,11306,Clearing Charges on 26/04/22,,724989.38,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,CH,J,2022-04-25,H260422
52,62,CLIENTS,9498.0,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,03,11194,PREMIUM FOR 26/04/22 [Derivatives],,734487.38,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,PM,J,2022-04-25,PRM2704
53,62,CLIENTS,0.0,0.64,HO,Branch [HO],1899-12-31T18:30:00Z,,03,11129,Central GST for 26/04/22,,734486.74,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,GT,J,2022-04-25,GT2604
54,62,CLIENTS,0.0,0.64,HO,Branch [HO],1899-12-31T18:30:00Z,,03,11130,State GST for 26/04/22,,734486.1,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,GT,J,2022-04-25,GT2604
55,62,CLIENTS,0.0,0.01,HO,Branch [HO],1899-12-31T18:30:00Z,,03,11301,Sebi Charges for 26/04/22,,734486.09,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,SB,J,2022-04-25,U260422
56,62,CLIENTS,0.0,146495.72,HO,Branch [HO],1899-12-31T18:30:00Z,,02,66766,Obligation For: 2223016W [Equities] Trade Date 22/04/22,,587990.37,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-04-25,V223016
57,62,CLIENTS,0.0,367.3,HO,Branch [HO],1899-12-31T18:30:00Z,,02,66899,Obligation For: 2223017W [Equities] Trade Date 25/04/22,,587623.07,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-04-26,V223017
58,62,CLIENTS,0.0,0.07,HO,Branch [HO],1899-12-31T18:30:00Z,,03,109538,Sebi Charges for 27/04/22,,587623.0,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,SB,J,2022-04-26,U270422
59,62,CLIENTS,0.0,2.87,HO,Branch [HO],1899-12-31T18:30:00Z,,03,109345,Central GST for 27/04/22,,587620.13,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,GT,J,2022-04-26,GT2704
60,62,CLIENTS,0.0,2.87,HO,Branch [HO],1899-12-31T18:30:00Z,,03,109346,State GST for 27/04/22,,587617.26,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,GT,J,2022-04-26,GT2704
61,62,CLIENTS,0.0,1.0,HO,Branch [HO],1899-12-31T18:30:00Z,,03,109267,Stamp Duty for 27/04/22,,587616.26,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,BN,J,2022-04-26,S270422
62,62,CLIENTS,0.0,0.2,HO,Branch [HO],1899-12-31T18:30:00Z,,03,109544,Clearing Charges on 27/04/22,,587616.06,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,CH,J,2022-04-26,H270422
63,62,CLIENTS,0.0,27779.25,HO,Branch [HO],1899-12-31T18:30:00Z,,03,109395,PREMIUM FOR 27/04/22 [Derivatives],,559836.81,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,PM,J,2022-04-26,PRM1107
64,62,CLIENTS,0.0,23.7,HO,Branch [HO],1899-12-31T18:30:00Z,,03,109356,Transaction Charges for 27/04/22,,559813.11,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,TR,J,2022-04-26,X270422
65,62,CLIENTS,0.0,4.0,HO,Branch [HO],1899-12-31T18:30:00Z,,03,109522,Securities Transaction Tax for 27/04/22,,559809.11,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,TT,J,2022-04-26,Y270422
66,62,CLIENTS,0.0,6.0,HO,Branch [HO],1899-12-31T18:30:00Z,,03,12426,Securities Transaction Tax for 28/04/22,,559803.11,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,TT,J,2022-04-27,Y280422
67,62,CLIENTS,0.0,6.09,HO,Branch [HO],1899-12-31T18:30:00Z,,03,12264,Transaction Charges for 28/04/22,,559797.02,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,TR,J,2022-04-27,X280422
68,62,CLIENTS,0.0,0.05,HO,Branch [HO],1899-12-31T18:30:00Z,,03,12455,Clearing Charges on 28/04/22,,559796.97,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,CH,J,2022-04-27,H280422
69,62,CLIENTS,11492.0,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,03,12309,PREMIUM FOR 28/04/22 [Derivatives],,571288.97,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,PM,J,2022-04-27,PRM2904
70,62,CLIENTS,0.0,0.82,HO,Branch [HO],1899-12-31T18:30:00Z,,03,12251,Central GST for 28/04/22,,571288.15,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,GT,J,2022-04-27,GT2804
71,62,CLIENTS,0.0,0.82,HO,Branch [HO],1899-12-31T18:30:00Z,,03,12252,State GST for 28/04/22,,571287.33,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,GT,J,2022-04-27,GT2804
72,62,CLIENTS,0.0,0.02,HO,Branch [HO],1899-12-31T18:30:00Z,,03,12447,Sebi Charges for 28/04/22,,571287.31,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,SB,J,2022-04-27,U280422
73,62,CLIENTS,0.0,80241.39,HO,Branch [HO],1899-12-31T18:30:00Z,,02,67080,Obligation For: 2223018W [Equities] Trade Date 26/04/22,,491045.92,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-04-27,V223018
74,62,CLIENTS,71693.14,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,67225,Obligation For: 2223018Z [Equities] Trade Date 26/04/22,,562739.06,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-04-27,V223018
75,62,CLIENTS,8299.48,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,92236,Obligation For: 2223019W [Equities] Trade Date 27/04/22,,571038.54,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-04-28,V223019
76,62,CLIENTS,0.0,0.02,HO,Branch [HO],1899-12-31T18:30:00Z,,03,12843,Sebi Charges for 29/04/22,,571038.52,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,SB,J,2022-04-28,U290422
77,62,CLIENTS,0.0,0.74,HO,Branch [HO],1899-12-31T18:30:00Z,,03,12718,Central GST for 29/04/22,,571037.78,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,GT,J,2022-04-28,GT2904
78,62,CLIENTS,0.0,0.74,HO,Branch [HO],1899-12-31T18:30:00Z,,03,12719,State GST for 29/04/22,,571037.04,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,GT,J,2022-04-28,GT2904
79,62,CLIENTS,11650.5,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,03,12740,PREMIUM FOR 29/04/22 [Derivatives],,582687.54,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,PM,J,2022-04-28,PRM2904
80,62,CLIENTS,0.0,0.05,HO,Branch [HO],1899-12-31T18:30:00Z,,03,12848,Clearing Charges on 29/04/22,,582687.49,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,CH,J,2022-04-28,H290422
81,62,CLIENTS,0.0,6.18,HO,Branch [HO],1899-12-31T18:30:00Z,,03,12727,Transaction Charges for 29/04/22,,582681.31,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,TR,J,2022-04-28,X290422
82,62,CLIENTS,0.0,6.0,HO,Branch [HO],1899-12-31T18:30:00Z,,03,12831,Securities Transaction Tax for 29/04/22,,582675.31,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,TT,J,2022-04-28,Y290422
83,62,CLIENTS,0.0,2.0,HO,Branch [HO],1899-12-31T18:30:00Z,,03,76394,Securities Transaction Tax for 02/05/22,,582673.31,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,TT,J,2022-05-01,Y020522
84,62,CLIENTS,0.0,20411.75,HO,Branch [HO],1899-12-31T18:30:00Z,,03,76312,PREMIUM FOR 02/05/22 [Derivatives],,562261.56,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,PM,J,2022-05-01,PRM0106
85,62,CLIENTS,0.0,1.0,HO,Branch [HO],1899-12-31T18:30:00Z,,03,76299,Stamp Duty for 02/05/22,,562260.56,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,BN,J,2022-05-01,S020522
86,62,CLIENTS,0.0,0.04,HO,Branch [HO],1899-12-31T18:30:00Z,,03,76398,Sebi Charges for 02/05/22,,562260.52,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,SB,J,2022-05-01,U020522
87,62,CLIENTS,0.0,0.15,HO,Branch [HO],1899-12-31T18:30:00Z,,03,76400,Clearing Charges on 02/05/22,,562260.37,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,CH,J,2022-05-01,H020522
88,62,CLIENTS,0.0,15.42,HO,Branch [HO],1899-12-31T18:30:00Z,,03,76310,Transaction Charges for 02/05/22,,562244.95,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,TR,J,2022-05-01,X020522
89,62,CLIENTS,0.0,1.67,HO,Branch [HO],1899-12-31T18:30:00Z,,03,76306,Central GST for 02/05/22,,562243.28,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,GT,J,2022-05-01,GT0205
90,62,CLIENTS,0.0,1.67,HO,Branch [HO],1899-12-31T18:30:00Z,,03,76307,State GST for 02/05/22,,562241.61,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,GT,J,2022-05-01,GT0205
91,62,CLIENTS,0.0,25.47,HO,Branch [HO],1899-12-31T18:30:00Z,,03,76422,Transaction Charges for 04/05/22,,562216.14,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,TR,J,2022-05-03,X040522
92,62,CLIENTS,0.0,2.94,HO,Branch [HO],1899-12-31T18:30:00Z,,03,76415,Central GST for 04/05/22,,562213.2,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,GT,J,2022-05-03,GT0405
93,62,CLIENTS,0.0,2.94,HO,Branch [HO],1899-12-31T18:30:00Z,,03,76416,State GST for 04/05/22,,562210.26,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,GT,J,2022-05-03,GT0405
94,62,CLIENTS,0.0,4118.05,HO,Branch [HO],1899-12-31T18:30:00Z,,02,67558,Obligation For: 2223021W [Equities] Trade Date 29/04/22,,558092.21,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-05-03,V223021
95,62,CLIENTS,0.0,0.25,HO,Branch [HO],1899-12-31T18:30:00Z,,03,76520,Clearing Charges on 04/05/22,,558091.96,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,CH,J,2022-05-03,H040522
96,62,CLIENTS,0.0,0.07,HO,Branch [HO],1899-12-31T18:30:00Z,,03,76516,Sebi Charges for 04/05/22,,558091.89,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,SB,J,2022-05-03,U040522
97,62,CLIENTS,0.0,1.0,HO,Branch [HO],1899-12-31T18:30:00Z,,03,76404,Stamp Duty for 04/05/22,,558090.89,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,BN,J,2022-05-03,S040522
98,62,CLIENTS,0.0,24709.5,HO,Branch [HO],1899-12-31T18:30:00Z,,03,76427,PREMIUM FOR 04/05/22 [Derivatives],,533381.39,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,PM,J,2022-05-03,PRM0106
99,62,CLIENTS,0.0,6.0,HO,Branch [HO],1899-12-31T18:30:00Z,,03,76508,Securities Transaction Tax for 04/05/22,,533375.39,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,TT,J,2022-05-03,Y040522
100,62,CLIENTS,0.0,4.0,HO,Branch [HO],1899-12-31T18:30:00Z,,03,14141,Securities Transaction Tax for 05/05/22,,533371.39,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,TT,J,2022-05-04,Y050522
101,62,CLIENTS,7933.25,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,03,14058,PREMIUM FOR 05/05/22 [Derivatives],,541304.64,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,PM,J,2022-05-04,PRM0605
102,62,CLIENTS,0.0,0.05,HO,Branch [HO],1899-12-31T18:30:00Z,,03,14152,Clearing Charges on 05/05/22,,541304.59,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,CH,J,2022-05-04,H050522
103,62,CLIENTS,0.0,75060.13,HO,Branch [HO],1899-12-31T18:30:00Z,,02,67695,Obligation For: 2223022W [Equities] Trade Date 02/05/22,,466244.46,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-05-04,V223022
104,62,CLIENTS,0.0,0.01,HO,Branch [HO],1899-12-31T18:30:00Z,,03,14149,Sebi Charges for 05/05/22,,466244.45,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,SB,J,2022-05-04,U050522
105,62,CLIENTS,0.0,0.65,HO,Branch [HO],1899-12-31T18:30:00Z,,03,14047,Central GST for 05/05/22,,466243.8,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,GT,J,2022-05-04,GT0505
106,62,CLIENTS,0.0,0.65,HO,Branch [HO],1899-12-31T18:30:00Z,,03,14048,State GST for 05/05/22,,466243.15,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,GT,J,2022-05-04,GT0505
107,62,CLIENTS,0.0,4.21,HO,Branch [HO],1899-12-31T18:30:00Z,,03,14053,Transaction Charges for 05/05/22,,466238.94,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,TR,J,2022-05-04,X050522
108,62,CLIENTS,0.0,8.25,HO,Branch [HO],1899-12-31T18:30:00Z,,03,79170,Transaction Charges for 06/05/22,,466230.69,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,TR,J,2022-05-05,X060522
109,62,CLIENTS,0.0,0.93,HO,Branch [HO],1899-12-31T18:30:00Z,,03,79164,Central GST for 06/05/22,,466229.76,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,GT,J,2022-05-05,GT0605
110,62,CLIENTS,0.0,0.93,HO,Branch [HO],1899-12-31T18:30:00Z,,03,79165,State GST for 06/05/22,,466228.83,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,GT,J,2022-05-05,GT0605
111,62,CLIENTS,0.0,0.02,HO,Branch [HO],1899-12-31T18:30:00Z,,03,79262,Sebi Charges for 06/05/22,,466228.81,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,SB,J,2022-05-05,U060522
112,62,CLIENTS,72874.66,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,67851,Obligation For: 2223023W [Equities] Trade Date 04/05/22,,539103.47,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-05-05,V223023
113,62,CLIENTS,0.0,0.1,HO,Branch [HO],1899-12-31T18:30:00Z,,03,79265,Clearing Charges on 06/05/22,,539103.37,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,CH,J,2022-05-05,H060522
114,62,CLIENTS,15565.5,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,03,79175,PREMIUM FOR 06/05/22 [Derivatives],,554668.87,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,PM,J,2022-05-05,PRM0206
115,62,CLIENTS,0.0,8.0,HO,Branch [HO],1899-12-31T18:30:00Z,,03,79255,Securities Transaction Tax for 06/05/22,,554660.87,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,TT,J,2022-05-05,Y060522
